Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2010,1115,1457,1115.0,Arkansas Pine Bluff,91.8344,98.2178,0.315872,44.8,45.8,24.4,20.4,35.4,27.3,65.3604,-7.9281,1457.0,Winthrop,90.9475,97.0433,0.321682,41.6,45.7,18.0,22.6,34.0,29.8,63.7414,-8.53608
2010,1124,1358,1124.0,Baylor,120.397,95.2555,0.936653,54.4,44.5,20.3,17.8,38.2,33.2,64.0629,5.54813,1358.0,Sam Houston St.,110.553,101.921,0.718067,53.7,50.2,18.8,21.0,33.6,30.1,68.73,-2.30914
2010,1139,1431,1139.0,Butler,109.803,89.5546,0.912472,51.0,46.6,18.7,21.6,30.4,27.4,62.8615,4.64466,1431.0,UTEP,108.394,90.8549,0.883891,52.8,44.6,18.7,22.3,28.9,30.2,67.7995,2.26623
2010,1140,1196,1140.0,BYU,117.662,94.5906,0.924837,54.9,46.6,15.9,22.0,30.8,28.1,70.3058,4.08949,1196.0,Florida,113.337,98.1519,0.839464,49.4,48.4,18.5,20.3,37.0,32.8,64.1202,-0.0195804
2010,1242,1250,1242.0,Kansas,120.995,91.0398,0.963427,55.1,43.2,18.7,20.0,38.4,31.7,66.9845,11.6953,1250.0,Lehigh,105.767,106.335,0.484608,51.4,48.7,18.4,19.4,29.8,29.5,69.081,-6.61883
2010,1243,1317,1243.0,Kansas St.,116.943,91.9858,0.940511,50.6,46.8,19.9,23.5,40.6,34.0,68.9352,6.73607,1317.0,North Texas,102.683,103.536,0.47623,50.4,47.8,21.2,18.2,32.7,30.5,66.9792,-3.70416
2010,1246,1190,1246.0,Kentucky,115.521,89.087,0.952034,53.0,43.1,20.3,19.7,40.9,31.8,68.072,8.6775,1190.0,East Tennessee St.,99.1158,98.7766,0.509853,47.7,48.6,21.1,24.0,35.0,33.7,67.0297,-7.90064
2010,1293,1435,1293.0,Murray St.,107.607,95.6421,0.795033,55.2,44.0,21.5,23.8,39.2,32.8,65.4511,0.230417,1435.0,Vanderbilt,114.08,96.5045,0.872596,52.6,47.0,19.3,19.2,32.6,35.1,68.0903,3.25973
2010,1307,1285,1307.0,New Mexico,114.844,98.4721,0.854299,50.6,49.5,16.2,19.9,35.4,27.2,66.8815,4.99631,1285.0,Montana,105.475,101.151,0.618093,54.2,47.6,19.1,19.5,30.2,29.6,61.5864,-4.4873
2010,1320,1424,1320.0,Northern Iowa,109.483,90.7478,0.896446,49.6,46.6,17.9,20.4,30.7,26.8,58.7134,3.88852,1424.0,UNLV,111.552,93.3026,0.886389,52.2,45.8,17.2,22.7,29.0,30.8,66.1814,1.01627
